id	lab	st	et	TOTUSJH_min	TOTUSJH_max	TOTUSJH_median	TOTBSQ_min	TOTBSQ_max	TOTBSQ_median	TOTPOT_min	TOTPOT_max	TOTPOT_median
3535	M	2013-12-31T14:48:00	2014-01-01T02:36:00	2825.926264514562	2995.1066549636816	2898.1023232550833	33400089765.1803	35877278540.8801	35354504509.869354	5.20719689782144e+23	5.650797153834686e+23	5.4341350684579e+23
3396	NF	2013-11-27T05:24:00	2013-11-27T17:12:00	131.98604247908224	210.9298524223282	163.15387256290228	1431939538.9157	2248584939.7770004	1773599881.4065	8.654755258965765e+21	1.434263560893954e+22	1.0011075020381485e+22
3366	C	2013-11-14T15:12:00	2013-11-15T03:00:00	3310.1183475641883	3688.2943999266117	3446.2313785347797	37817070970.231	42757513432.3362	40465988733.4901	5.0798002846437255e+23	5.969349279975672e+23	5.4339218627761906e+23
3401	NF	2013-11-21T01:00:00	2013-11-21T12:48:00	22.837283620083586	56.525033866573885	34.266454091544	150552023.2917	322770826.9712	210754010.73195	6.676361982920529e+20	2.453294415565705e+21	1.2228868820040658e+21
3580	NF	2014-01-09T06:00:00	2014-01-09T17:48:00	1139.8428605201693	1218.9553094870855	1173.6871720957558	18681844071.215103	19866134373.6777	19034730674.824753	3.432839340038872e+23	3.787650191729199e+23	3.552449137917121e+23
3321	C	2013-10-31T00:00:00	2013-10-31T11:48:00	2786.438705907193	3026.061295835272	2899.528158687497	38575381869.79112	43041834991.5841	40710709199.371	7.565711946214635e+23	8.376396200956342e+23	7.811281866352381e+23
3420	NF	2013-12-03T09:24:00	2013-12-03T21:12:00	37.32087453080327	88.4987042454063	57.58216638258813	478840178.02699995	889901278.4872	603608425.6354501	1.9792981091633248e+21	4.735517707369503e+21	3.0269547276908364e+21
3836	C	2014-03-13T14:24:00	2014-03-14T02:12:00	1288.1966916785989	1514.7752073358445	1371.169359522162	19823999657.359505	21835525703.9555	20657190268.164352	3.654600963778475e+23	4.1460599129950923e+23	3.892898557360588e+23
3284	NF	2013-10-15T06:00:00	2013-10-15T17:48:00	13.118698055966131	27.540170410336128	16.85422666647306	110680673.7652	233360855.6312	146921305.02995002	8.719773808706085e+20	1.8555890925661329e+21	1.0968408087479656e+21
3631	B	2014-01-21T04:12:00	2014-01-21T16:00:00	728.3944010351316	889.043362839916	813.0353877877969	6469461956.304101	7380990230.289802	6696589319.37635	7.166327044371793e+22	8.236943078470076e+22	7.588160346471745e+22
3330	NF	2013-11-03T01:48:00	2013-11-03T13:36:00	252.31868647171245	483.06213835171934	294.643644658236	1804283687.8049	3145176988.039	1963486076.16025	1.5468673211238789e+22	4.064180666068872e+22	1.8685800206445199e+22
3848	C	2014-03-21T11:00:00	2014-03-21T22:48:00	947.59117126986	1153.7525144669828	1058.5347809114976	20350543251.9321	21252796899.750298	20666784227.48265	3.601802313042806e+23	3.785980502400226e+23	3.715160255761056e+23
3804	M	2014-02-27T12:00:00	2014-02-27T23:48:00	1038.9635652363022	1219.3394516659846	1120.3226937482923	19094587817.2145	22134903450.7603	20667754442.41635	3.237205862392248e+23	3.8452787351627574e+23	3.534073007295906e+23
3267	NF	2013-10-14T12:00:00	2013-10-14T23:48:00	310.260777085476	362.91305080120605	347.49009748210733	3425371179.7274	3885406799.2719	3752549395.36045	2.76885757522198e+22	3.187684587850323e+22	3.0089071499603127e+22
3313	NF	2013-10-28T13:48:00	2013-10-29T01:36:00	29.393401362096892	48.80284558970118	38.47439927343916	191587553.64400002	298251100.568	257298526.60315	1.1961660823950818e+21	1.875533821005257e+21	1.5122305133226259e+21
3336	NF	2013-11-07T09:48:00	2013-11-07T21:36:00	427.1963847932917	487.77842601089066	465.49237857764984	4485168541.99	5098203158.434	4834855927.827801	3.375537843366465e+22	4.069087701638125e+22	3.739862213687222e+22
3449	NF	2013-12-01T06:24:00	2013-12-01T18:12:00	41.933186609817604	65.63918573172407	48.96441526140839	311152109.14320004	516840463.0200001	355899609.76605	2.7423428443095853e+21	4.173083909400653e+21	3.2340978456368015e+21
3420	NF	2013-12-03T06:24:00	2013-12-03T18:12:00	41.172703477693844	97.94626608145056	73.0381754402167	505256016.4576	1016468958.919	749794130.6347001	2.338201382862345e+21	5.611715781110308e+21	3.902748053693317e+21
3541	NF	2013-12-28T13:48:00	2013-12-29T01:36:00	16.269599185477954	42.83003487857408	30.437278371469922	95114157.1681	222789487.3528	165857697.694	7.392737143337298e+20	2.0167081591729797e+21	1.2952104230640283e+21
3513	NF	2013-12-20T17:24:00	2013-12-21T05:12:00	338.54115275406764	430.9464838068337	384.75048855967543	2503771108.8619003	3200214026.115	3081965338.4959	1.894125143201764e+22	2.5793853184430836e+22	2.3846096675980855e+22
3291	M	2013-10-23T06:48:00	2013-10-23T18:36:00	3772.822195758299	4185.274193146678	4020.052619837351	49736455434.0063	52128553978.5938	51285535205.895905	1.0789184315197304e+24	1.130606788783855e+24	1.0959954998060832e+24
